feature	Sample_1S3	Sample_1S6	Sample_1S9	Sample_1S12	Sample_1S15	Sample_1S18	Sample_1S21	Sample_1S24	Sample_4S2	Sample_4S5	Sample_4S8	Sample_4S11	Sample_4S14	Sample_4S17	Sample_4S20	Sample_4S23	Sample_N1	Sample_N7	Sample_N13	Sample_N19	Sample_N25	Sample_N31	Sample_N37	Sample_N43	Sample_2S1	Sample_2S4	Sample_2S7	Sample_2S10	Sample_2S13	Sample_2S16	Sample_2S19	Sample_2S22	Sample_4S3	Sample_4S6	Sample_4S9	Sample_4S12	Sample_4S15	Sample_4S18	Sample_4S21	Sample_4S24	Sample_N2	Sample_N8	Sample_N14	Sample_N20	Sample_N26	Sample_N32	Sample_N38	Sample_N44	Sample_2S2	Sample_2S5	Sample_2S8	Sample_2S11	Sample_2S14	Sample_2S17	Sample_2S20	Sample_2S23	Sample_N3	Sample_N9	Sample_N15	Sample_N21	Sample_N27	Sample_N33	Sample_N39	Sample_N45	Sample_PC1	Sample_PC7	Sample_PC13	Sample_PC18	Sample_PC21	Sample_PC27	Sample_PC31	Sample_PC36	Sample_2S3	Sample_2S6	Sample_2S9	Sample_2S12	Sample_2S15	Sample_2S18	Sample_2S21	Sample_2S24	Sample_N4	Sample_N10	Sample_N16	Sample_N22	Sample_N28	Sample_N34	Sample_N40	Sample_N46	Sample_Pan01	Sample_PC2	Sample_PC8	Sample_PC14	Sample_PC19	Sample_PC22	Sample_PC28	Sample_PC32	Sample_3S1	Sample_3S4	Sample_3S7	Sample_3S10	Sample_3S13	Sample_3S16	Sample_3S19	Sample_3S22	Sample_N5	Sample_N11	Sample_N17	Sample_N23	Sample_N29	Sample_N35	Sample_N41	Sample_N47	Sample_Pan02	Sample_PC3	Sample_PC9	Sample_PC15	Sample_PC20	Sample_PC23	Sample_PC29	Sample_PC33	Sample_2S25	Sample_3S2	Sample_3S5	Sample_3S8	Sample_3S11	Sample_3S14	Sample_3S17	Sample_3S20	Sample_3S23	Sample_N6	Sample_N12	Sample_N18	Sample_N24	Sample_N30	Sample_N36	Sample_N42	Sample_N48	Sample_Pan03	Sample_PC4	Sample_PC10	Sample_PC16	Sample_PC24	Sample_PC30	Sample_PC34	Sample_1S1	Sample_1S4	Sample_1S7	Sample_1S10	Sample_1S13	Sample_1S16	Sample_1S19	Sample_1S22	Sample_3S3	Sample_3S6	Sample_3S9	Sample_3S12	Sample_3S15	Sample_3S18	Sample_3S21	Sample_3S24	Sample_3S25	Sample_N50	Sample_Pan04	Sample_PC5	Sample_PC11	Sample_PC17	Sample_PC25	Sample_PC35	Sample_1S2	Sample_1S5	Sample_1S8	Sample_1S11	Sample_1S14	Sample_1S17	Sample_1S20	Sample_1S23	Sample_1S25	Sample_4S1	Sample_4S4	Sample_4S7	Sample_4S10	Sample_4S13	Sample_4S16	Sample_4S19	Sample_4S22	Sample_4S25	Sample_N49	Sample_Pan05	Sample_Pan06	Sample_PC6	Sample_PC12	Sample_PC26
hsa-miR-548j-5p|miRNA|hsa-miR-548j-5p|hsa-miR-548j-5p|hsa-miR-548j-5p|0|22	0	2	1	0	0	1	0	3	0	2	11	4	0	0	0	2	2	0	7	8	0	2	0	2	1	0	3	0	3	0	4	3	0	1	1	0	2	3	0	5	0	0	0	6	2	0	2	0	7	0	3	0	0	2	0	1	1	5	1	2	0	0	1	5	0	0	2	1	1	2	0	0	3	2	4	0	2	1	3	2	1	2	1	12	2	0	0	0	1	0	2	2	9	1	0	0	1	6	0	7	1	1	1	1	0	4	7	5	0	1	0	0	0	2	5	0	0	0	2	0	0	1	0	1	1	0	1	1	5	1	0	1	1	0	2	0	1	0	0	3	2	0	0	1	4	1	0	2	1	5	1	1	1	2	5	3	1	1	1	2	2	2	0	0	1	0	1	0	3	1	0	1	1	3	1	1	6	2	5	5	1	2	2	0	0	3	3	0	0	2	2	1
hsa-miR-548k|miRNA|hsa-miR-548k|hsa-miR-548k|hsa-miR-548k|0|22	3	1	1	1	1	5	2	1	1	0	85	4	1	2	1	5	3	3	10	1	1	2	0	2	2	2	4	2	3	4	15	0	0	2	2	8	1	2	2	2	2	6	2	1	2	2	2	4	6	1	1	3	0	2	1	0	0	6	1	1	4	6	4	3	1	1	1	1	2	3	0	1	8	1	11	2	0	2	0	4	3	12	5	7	1	7	3	2	0	0	3	6	5	3	1	0	16	13	3	6	9	1	1	1	2	3	6	0	1	2	4	2	0	9	1	0	1	7	0	0	0	4	2	2	2	2	4	1	4	5	1	5	6	1	4	34	1	2	0	3	0	0	0	1	3	2	1	1	1	14	0	5	2	0	6	9	0	1	13	1	4	1	0	0	0	1	3	0	3	1	2	1	5	6	2	3	4	5	2	3	0	2	5	2	0	2	2	3	2	3	0	5
hsa-miR-548l|miRNA|hsa-miR-548l|hsa-miR-548l|hsa-miR-548l|0|22	0	0	0	0	0	0	0	1	0	1	41	0	0	1	0	1	0	0	3	0	0	0	1	0	2	0	0	0	2	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	3	0	1	1	2	1	4	0	0	1	0	0	0	0	0	0	3	0	0	1	0	3	0	0	0	0	1	0	0	3	0	2	0	0	1	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	4	0	1	0	0	0	0	0	0	0	1	1	0	3	1	0	0	1	0	0	0	0	1	0	1	0	0	2	0	2	1	0	2	0	0	4	0	0	0	0	0	0	1	1	0	1	1	0	1	2	1	1	0	0	3	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	2	0	1	1	0	1	2	1	1	0	0	2	0	0	1	1	0
hsa-miR-548m|miRNA|hsa-miR-548m|hsa-miR-548m|hsa-miR-548m|0|21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548n|miRNA|hsa-miR-548n|hsa-miR-548n|hsa-miR-548n|0|22	0	6	0	0	0	0	0	0	1	4	19	0	0	0	0	0	0	1	2	0	0	0	0	2	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	4	0	0	0	0	1	0	0	4	0	0	0	1	1	0	3	2	0	0	0	0	0	0	2	15	2	0	0	0	1	0	0	1	0	0	1	0	0	1	1	3	13	2	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	12	0	1	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	2	0	2	0	2	3	0	2	0	1	0	0	0	1	2	1	0	3	0	0	2	0	0	1	0	0	6	0
hsa-miR-548o-3p|miRNA|hsa-miR-548o-3p|hsa-miR-548o-3p|hsa-miR-548o-3p|0|22	0	4	3	6	0	4	2	14	3	4	193	2	0	9	2	6	8	5	12	5	0	4	4	1	4	1	2	5	2	3	7	2	3	5	5	5	2	1	1	2	5	0	1	10	0	15	1	3	5	7	7	15	1	5	6	0	6	0	5	9	8	1	5	1	4	0	3	3	4	4	0	0	9	7	27	0	2	6	0	10	2	8	6	13	5	4	3	7	1	6	3	4	2	2	3	1	12	12	3	18	12	3	0	3	6	3	3	2	2	1	3	1	2	27	0	1	7	10	1	1	4	5	11	4	11	2	2	2	11	8	7	5	4	4	5	36	1	1	0	6	1	0	1	5	4	6	2	4	4	16	3	8	6	0	9	4	1	4	10	4	11	6	0	2	4	1	3	0	3	2	2	3	19	2	3	4	10	15	9	4	2	3	17	2	7	2	3	2	0	2	7	2
hsa-miR-548o-5p|miRNA|hsa-miR-548o-5p|hsa-miR-548o-5p|hsa-miR-548o-5p|0|22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
hsa-miR-548p|miRNA|hsa-miR-548p|hsa-miR-548p|hsa-miR-548p|0|22	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	1	0	0	1	0	0	0	0
hsa-miR-548q|miRNA|hsa-miR-548q|hsa-miR-548q|hsa-miR-548q|0|22	0	0	0	0	0	0	0	1	0	0	20	0	0	1	0	0	0	0	2	1	0	1	0	2	1	0	1	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1
hsa-miR-548s|miRNA|hsa-miR-548s|hsa-miR-548s|hsa-miR-548s|0|23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548t-3p|miRNA|hsa-miR-548t-3p|hsa-miR-548t-3p|hsa-miR-548t-3p|0|25	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-548t-5p|miRNA|hsa-miR-548t-5p|hsa-miR-548t-5p|hsa-miR-548t-5p|0|21	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548u|miRNA|hsa-miR-548u|hsa-miR-548u|hsa-miR-548u|0|23	1	0	0	0	0	0	0	1	0	2	5	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-548v|miRNA|hsa-miR-548v|hsa-miR-548v|hsa-miR-548v|0|22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548w|miRNA|hsa-miR-548w|hsa-miR-548w|hsa-miR-548w|0|23	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
hsa-miR-548x-3p|miRNA|hsa-miR-548x-3p|hsa-miR-548x-3p|hsa-miR-548x-3p|0|20	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548x-5p|miRNA|hsa-miR-548x-5p|hsa-miR-548x-5p|hsa-miR-548x-5p|0|23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548z|miRNA|hsa-miR-548z|hsa-miR-548z|hsa-miR-548z|0|23	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-549a-3p|miRNA|hsa-miR-549a-3p|hsa-miR-549a-3p|hsa-miR-549a-3p|0|21	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-549a-5p|miRNA|hsa-miR-549a-5p|hsa-miR-549a-5p|hsa-miR-549a-5p|0|22	1	1	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	1	1	0	0	2	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-550a-3-5p|miRNA|hsa-miR-550a-3-5p|hsa-miR-550a-3-5p|hsa-miR-550a-3-5p|0|20	5	0	0	0	0	3	0	0	1	1	47	0	0	0	0	3	1	0	5	0	0	1	2	0	0	1	2	3	1	0	10	0	2	1	1	1	2	0	1	0	2	3	0	2	0	2	0	0	1	4	2	3	0	0	1	1	0	2	1	2	2	1	1	0	0	0	0	1	0	0	0	0	1	3	20	0	0	0	3	1	2	2	0	3	0	0	1	3	0	3	1	1	0	1	1	1	7	6	3	0	14	1	1	2	0	4	0	0	0	1	2	1	0	9	3	0	4	2	0	1	0	1	0	3	3	1	0	2	3	1	0	0	1	2	2	15	0	1	0	0	0	0	0	1	0	1	0	0	2	8	1	2	3	0	0	10	0	1	1	0	2	0	0	0	4	1	7	1	1	0	1	0	0	2	2	4	2	5	3	2	2	1	1	1	0	3	0	0	0	0	0	0
hsa-miR-550a-3p|miRNA|hsa-miR-550a-3p|hsa-miR-550a-3p|hsa-miR-550a-3p|0|22	0	0	0	3	0	0	0	0	0	1	4	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	2	4	0	1	2	0	0	0	0	2	0	1	0	1	1	0	0	4	0	0	1	4	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	5	0	0	0	0	1	0	1	0	0	5	0	0	0	1	0	2	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	1	2	2	0	0	1	0	2	0	0	0	3	1	0	0	0	0	0	1	0	0
hsa-miR-550a-5p|miRNA|hsa-miR-550a-5p|hsa-miR-550a-5p|hsa-miR-550a-5p|0|23	4	7	2	5	3	7	4	11	9	10	583	2	1	10	3	14	22	4	28	10	1	7	7	6	10	5	3	6	4	7	86	1	9	6	10	14	7	0	5	6	15	11	2	10	3	11	7	11	28	23	6	10	9	2	2	4	2	8	8	13	10	3	19	2	3	4	5	11	7	4	1	0	16	4	93	2	3	3	9	17	6	15	7	11	7	8	8	7	1	20	9	5	5	7	4	1	38	46	1	29	49	7	2	5	9	1	16	5	3	2	5	4	5	54	9	2	17	35	2	8	15	13	23	8	15	5	5	7	9	7	4	9	22	4	15	142	0	5	1	6	7	0	3	19	2	16	0	2	5	36	1	29	14	5	8	89	1	3	35	5	15	7	0	5	9	3	16	2	5	2	2	3	22	19	6	25	19	32	5	16	7	1	14	11	7	5	6	4	3	9	1	6
hsa-miR-550b-2-5p|miRNA|hsa-miR-550b-2-5p|hsa-miR-550b-2-5p|hsa-miR-550b-2-5p|0|22	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
hsa-miR-550b-3p|miRNA|hsa-miR-550b-3p|hsa-miR-550b-3p|hsa-miR-550b-3p|0|20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-551a|miRNA|hsa-miR-551a|hsa-miR-551a|hsa-miR-551a|0|21	2	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	4	0	0	1	1	0	1	0	0	0	0	3	0	0	0	1	0	0	4	1	0	0	1	0	3	0	0	0	0	1	0	1	0	1	2	2	0	2	1	1	1	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	3	1	1	4	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-551b-3p|miRNA|hsa-miR-551b-3p|hsa-miR-551b-3p|hsa-miR-551b-3p|0|21	3	3	1	6	4	2	5	4	3	3	1	8	6	0	2	1	4	0	0	3	7	2	5	4	5	0	2	2	6	0	0	5	5	3	4	2	1	4	4	4	5	3	1	5	5	8	3	4	7	5	2	6	6	13	4	4	3	4	4	6	1	6	5	5	2	0	10	4	1	5	3	8	6	7	1	2	4	6	2	4	6	3	6	3	7	1	9	1	3	2	4	4	3	7	9	5	6	6	3	6	9	10	1	2	3	5	2	5	1	2	6	1	2	6	1	3	3	3	5	4	1	7	3	2	4	1	8	4	6	6	2	8	2	5	0	6	7	3	1	2	3	3	2	4	8	3	3	2	2	4	7	8	4	1	6	2	2	1	1	9	2	7	4	6	5	4	4	3	3	4	1	3	6	5	10	2	4	5	1	2	1	8	3	6	2	5	7	0	2	6	4	7
hsa-miR-551b-5p|miRNA|hsa-miR-551b-5p|hsa-miR-551b-5p|hsa-miR-551b-5p|0|22	18	24	30	32	20	20	15	32	18	8	15	30	11	27	19	22	13	16	15	21	16	16	32	24	24	10	21	18	29	14	22	15	22	14	19	21	29	22	17	32	21	16	18	16	30	27	21	16	17	31	35	33	32	46	29	16	16	28	17	17	11	40	28	27	20	16	33	16	20	24	16	32	27	29	20	23	14	20	28	40	18	22	23	25	19	22	57	26	5	19	25	17	26	21	32	14	40	26	16	20	20	24	24	28	23	43	20	13	21	13	39	17	15	23	20	30	32	18	20	14	19	24	18	16	25	26	11	24	25	30	31	16	18	16	17	33	44	15	37	17	35	31	21	25	29	15	16	18	27	14	41	28	22	18	29	23	19	21	27	33	28	30	10	39	22	22	22	23	31	25	23	22	17	38	40	27	32	18	20	25	24	22	29	27	23	14	20	5	4	19	19	36
